"station","mm","dd","wday","mem","holiday","dur","avg","rev","n_AM","n_PM","n_tot","temp","rain"
183,"5",7,"Friday",0,0,42.5333333333333,14.1777777777778,10.13,0,2,3,9.7,0
183,"5",11,"Tuesday",1,0,207.6,11.5333333333333,NA,5,13,18,9.8,0
183,"5",13,"Thursday",0,0,14.3666666666667,14.3666666666667,3.405,1,0,1,13.4,0
183,"5",17,"Monday",1,0,307.516666666667,13.3702898550725,NA,4,17,23,17.9,0.2
183,"5",19,"Wednesday",0,0,65.2666666666667,21.7555555555556,13.54,0,2,3,19.2,0
183,"5",22,"Saturday",1,0,402.983333333333,17.5210144927536,NA,5,16,23,23.6,0.3
183,"5",24,"Monday",1,1,185.666666666667,9.7719298245614,NA,4,14,19,14.4,0
183,"5",30,"Sunday",1,0,222.1,10.5761904761905,NA,6,15,21,13.6,0.9
183,"6",9,"Wednesday",0,0,27.7333333333333,9.24444444444444,7.91,1,1,3,24.1,0
183,"6",22,"Tuesday",1,0,351.6,10.6545454545455,NA,4,24,33,15.5,0.2
183,"6",23,"Wednesday",1,0,423.566666666667,9.85038759689922,NA,9,26,43,14.5,0
183,"6",25,"Friday",0,0,15.8,7.9,4.87,0,1,2,22.2,0
183,"7",9,"Friday",0,0,151.75,16.8611111111111,34.0125,2,4,9,18.1,0
183,"7",26,"Monday",0,0,114.15,12.6833333333333,28.3725,4,4,9,23.5,0
183,"8",2,"Monday",1,0,218.116666666667,9.91439393939394,NA,3,11,22,18.8,0
183,"8",4,"Wednesday",1,0,425.5,12.1571428571429,NA,6,27,35,21.1,0.2
183,"9",1,"Wednesday",0,0,124.266666666667,20.7111111111111,26.14,1,3,6,18,0
183,"9",26,"Sunday",0,0,175.916666666667,25.1309523809524,35.1375,0,6,7,16.7,0
183,"10",8,"Friday",0,0,268.416666666667,14.1271929824561,64.0125,1,6,19,15.4,0
183,"10",9,"Saturday",0,0,146.733333333333,16.3037037037037,33.26,2,6,9,16,0
183,"10",14,"Thursday",1,0,508.75,11.8313953488372,NA,15,26,43,18.3,0
183,"10",18,"Monday",0,0,92.5666666666667,13.2238095238095,22.635,3,4,7,9.7,0.7
183,"10",28,"Thursday",1,0,316.466666666667,9.3078431372549,NA,14,15,34,7.9,0
183,"10",30,"Saturday",0,0,104.783333333333,9.52575757575758,29.4675,0,6,11,8.2,11.6
183,"11",12,"Friday",0,0,29.8,9.93333333333333,8.22,0,1,3,7.7,20.4
183,"11",12,"Friday",1,0,209.216666666667,11.6231481481481,NA,8,9,18,7.7,20.4
184,"5",1,"Saturday",0,0,12.4166666666667,12.4166666666667,3.1125,1,0,1,5.9,0
184,"5",1,"Saturday",1,0,239.6,10.4173913043478,NA,4,18,23,5.9,0
184,"5",9,"Sunday",1,0,174.116666666667,13.3935897435897,NA,3,9,13,11.4,0
184,"5",14,"Friday",1,0,329.45,12.6711538461538,NA,14,12,26,17.8,0
184,"6",1,"Tuesday",0,0,60.2333333333333,20.0777777777778,12.785,1,2,3,19.3,1.4
184,"7",12,"Monday",0,0,86.45,21.6125,17.9675,1,2,4,23.1,0
184,"7",21,"Wednesday",0,0,89.8666666666667,14.9777777777778,20.98,1,3,6,20,1.5
184,"9",30,"Thursday",1,0,344.9,11.8931034482759,NA,10,9,29,11.3,0
184,"10",26,"Tuesday",0,0,47.1,11.775,12.065,1,1,4,9.6,6.4
184,"10",29,"Friday",0,0,21.0833333333333,7.02777777777778,6.9125,1,2,3,7.8,0
184,"11",1,"Monday",1,0,257.483333333333,11.1949275362319,NA,6,12,23,8,0
185,"4",12,"Monday",1,0,165.2,27.5333333333333,NA,2,4,6,12.9,0
185,"4",22,"Thursday",1,0,18.65,18.65,NA,0,1,1,0.8,0
185,"4",25,"Sunday",0,0,59.1,59.1,10.115,0,1,1,9.2,1.4
185,"5",29,"Saturday",0,0,636.683333333333,30.318253968254,121.7525,3,11,21,11.4,0
185,"6",15,"Tuesday",1,0,104.616666666667,20.9233333333333,NA,2,2,5,17.9,0
185,"7",6,"Tuesday",0,0,36.25,18.125,7.9375,0,2,2,23.1,1.2
185,"7",7,"Wednesday",1,0,426.416666666667,26.6510416666667,NA,2,9,16,16.4,0
185,"7",30,"Friday",1,0,205.933333333333,18.7212121212121,NA,1,7,11,16.5,0
185,"8",29,"Sunday",1,0,314.766666666667,24.2128205128205,NA,4,5,13,19.3,6.5
185,"9",2,"Thursday",0,0,144.183333333333,24.0305555555556,29.1275,4,2,6,15.6,0
185,"9",19,"Sunday",0,0,320.1,29.1,61.765,1,10,11,15.4,0
185,"9",21,"Tuesday",0,0,52.6,26.3,10.39,0,2,2,20.2,0
185,"10",13,"Wednesday",1,0,91.45,22.8625,NA,2,2,4,16.7,0
185,"11",5,"Friday",1,0,76.9,25.6333333333333,NA,0,3,3,3.5,0
185,"11",8,"Monday",1,0,37.3666666666667,18.6833333333333,NA,1,1,2,10.5,0.2
186,"4",16,"Friday",1,0,38.25,38.25,NA,0,1,1,6,7.7
186,"4",23,"Friday",0,0,68.25,22.75,13.9875,0,3,3,8.3,0
186,"7",15,"Thursday",0,0,10.4166666666667,10.4166666666667,2.8125,0,1,1,25.3,3.2
186,"7",15,"Thursday",1,0,406.8,25.425,NA,5,9,16,25.3,3.2
186,"8",3,"Tuesday",1,0,144.116666666667,18.0145833333333,NA,1,6,8,21.5,0.2
186,"8",13,"Friday",0,0,70.4333333333333,14.0866666666667,16.815,0,2,5,27,0.2
186,"9",14,"Tuesday",1,0,135.683333333333,22.6138888888889,NA,3,2,6,16.7,0
186,"9",17,"Friday",0,0,44.8666666666667,22.4333333333333,9.23,1,1,2,19.8,0
186,"10",7,"Thursday",1,0,155.716666666667,25.9527777777778,NA,1,5,6,14.4,0
186,"10",19,"Tuesday",1,0,4.55,4.55,NA,0,1,1,8.8,0
186,"10",30,"Saturday",0,0,18.7166666666667,9.35833333333333,5.3075,1,1,2,8.2,11.6
187,"5",3,"Monday",1,0,124.666666666667,20.7777777777778,NA,1,5,6,7.6,0
187,"5",6,"Thursday",1,0,230.3,17.7153846153846,NA,1,11,13,10.2,0
187,"5",19,"Wednesday",0,0,102.933333333333,51.4666666666667,17.94,1,1,2,19.2,0
187,"5",21,"Friday",1,0,695.333333333333,22.4301075268817,NA,10,17,31,25.3,0
187,"5",25,"Tuesday",1,0,350.466666666667,18.4456140350877,NA,2,10,19,19.7,0.5
187,"5",28,"Friday",0,0,106.066666666667,26.5166666666667,20.91,0,3,4,7.8,0
187,"8",2,"Monday",0,0,25.8333333333333,8.61111111111111,7.625,2,1,3,18.8,0
187,"8",11,"Wednesday",0,0,62.1666666666667,10.3611111111111,16.825,0,6,6,27,5
187,"8",15,"Sunday",0,0,125.65,15.70625,28.8475,0,8,8,18.2,0
187,"8",27,"Friday",0,0,185.833333333333,20.6481481481481,39.125,3,5,9,21.2,0
187,"9",4,"Saturday",0,0,161.933333333333,26.9888888888889,31.79,0,2,6,19,0
187,"10",16,"Saturday",0,0,15.3,15.3,3.545,1,0,1,15.8,18.7
188,"4",11,"Sunday",1,0,156.7,14.2454545454545,NA,5,6,11,12.5,0
188,"5",18,"Tuesday",0,0,154,30.8,29.35,1,2,5,20,0
188,"5",25,"Tuesday",0,0,45.65,11.4125,11.8475,1,3,4,19.7,0.5
188,"6",12,"Saturday",0,0,44.45,11.1125,11.6675,1,3,4,19.3,0
188,"7",1,"Thursday",0,1,6.85,6.85,2.2775,0,1,1,20.6,0
188,"7",1,"Thursday",1,1,358.716666666667,29.8930555555556,NA,3,8,12,20.6,0
188,"7",17,"Saturday",1,0,209.366666666667,13.9577777777778,NA,4,7,15,21.7,0
188,"7",23,"Friday",0,0,173.166666666667,34.6333333333333,32.225,2,3,5,21,0
188,"8",4,"Wednesday",1,0,286.2,17.8875,NA,4,10,16,21.1,0.2
188,"8",23,"Monday",0,0,52.2,26.1,10.33,2,0,2,26.7,0
188,"8",25,"Wednesday",0,0,40.0166666666667,10.0041666666667,11.0025,1,2,4,26.6,0
188,"9",21,"Tuesday",0,0,73.9333333333333,12.3222222222222,18.59,4,2,6,20.2,0
188,"9",24,"Friday",0,0,44.8166666666667,44.8166666666667,7.9725,0,1,1,18.3,26.5
188,"9",28,"Tuesday",1,0,120.583333333333,8.03888888888889,NA,6,8,15,10.5,0.2
188,"10",3,"Sunday",1,0,65.2333333333333,9.31904761904762,NA,1,5,7,13,0.7
189,"6",13,"Sunday",0,0,66.3666666666667,16.5916666666667,14.955,2,2,4,21.6,2.8
189,"7",5,"Monday",0,0,65.15,13.03,16.0225,1,4,5,20.2,0
189,"7",16,"Friday",1,0,139.583333333333,8.72395833333333,NA,3,11,16,22,0
189,"8",1,"Sunday",0,0,11.2,5.6,4.18,0,2,2,16.9,0
189,"8",11,"Wednesday",0,0,28.4,28.4,5.51,0,0,1,27,5
189,"9",9,"Thursday",0,0,126.25,15.78125,28.9375,1,7,8,19.5,1.6
189,"10",4,"Monday",0,0,8.83333333333333,8.83333333333333,2.575,1,0,1,12.2,0
189,"10",22,"Friday",1,0,63.8333333333333,5.31944444444444,NA,3,9,12,8.7,13.8
190,"4",12,"Monday",1,0,161.233333333333,16.1233333333333,NA,0,9,10,12.9,0
190,"5",13,"Thursday",0,0,15.9166666666667,7.95833333333333,4.8875,2,0,2,13.4,0
190,"5",21,"Friday",0,0,150.583333333333,30.1166666666667,28.8375,1,4,5,25.3,0
190,"5",25,"Tuesday",1,0,359.866666666667,15.6463768115942,NA,4,15,23,19.7,0.5
190,"5",27,"Thursday",1,0,332.016666666667,13.2806666666667,NA,7,15,25,11.5,0
190,"6",22,"Tuesday",0,0,5.23333333333333,5.23333333333333,2.035,1,0,1,15.5,0.2
190,"6",27,"Sunday",1,0,324.933333333333,12.9973333333333,NA,3,14,25,26.9,0
190,"7",18,"Sunday",1,0,330.166666666667,14.3550724637681,NA,3,11,23,21.8,0
190,"7",24,"Saturday",1,0,237.2,10.7818181818182,NA,2,10,22,21.9,0.6
190,"9",6,"Monday",0,1,13.3333333333333,13.3333333333333,3.25,0,1,1,17.4,6.3
190,"9",11,"Saturday",1,0,378.233333333333,13.5083333333333,NA,4,19,28,18.4,0
190,"9",13,"Monday",1,0,402.983333333333,11.8524509803922,NA,6,20,34,17.3,0.2
190,"9",17,"Friday",0,0,84.7666666666667,21.1916666666667,17.715,2,1,4,19.8,0
190,"9",26,"Sunday",0,0,125.866666666667,20.9777777777778,26.38,2,2,6,16.7,0
190,"10",21,"Thursday",1,0,159.75,9.984375,NA,2,9,16,11.7,5.8
190,"11",1,"Monday",1,0,84.25,7.02083333333333,NA,2,7,12,8,0
190,"11",12,"Friday",1,0,83.7666666666667,7.61515151515152,NA,2,6,11,7.7,20.4
191,"4",25,"Sunday",0,0,6.2,6.2,2.18,1,0,1,9.2,1.4
191,"4",26,"Monday",1,0,42.1,10.525,NA,0,4,4,4.9,0
191,"5",4,"Tuesday",1,0,58.3,8.32857142857143,NA,2,3,7,11.7,0
191,"5",16,"Sunday",1,0,123.9,12.39,NA,3,6,10,15.8,0.3
191,"5",23,"Sunday",1,0,203.566666666667,18.5060606060606,NA,0,8,11,15.8,0.5
191,"6",30,"Wednesday",0,0,13.1166666666667,13.1166666666667,3.2175,0,0,1,23.4,31.7
191,"7",17,"Saturday",0,0,59.5166666666667,19.8388888888889,12.6775,0,0,3,21.7,0
191,"7",31,"Saturday",1,0,164.683333333333,11.7630952380952,NA,3,11,14,17.9,0
191,"8",19,"Thursday",1,0,127.416666666667,8.49444444444444,NA,2,10,15,23.7,0.5
191,"8",20,"Friday",0,0,12.75,6.375,4.4125,0,2,2,25.9,0
191,"8",24,"Tuesday",0,0,17.7833333333333,8.89166666666667,5.1675,0,2,2,27.2,0
191,"8",30,"Monday",0,0,80.7333333333333,40.3666666666667,14.61,0,0,2,24.8,5.3
191,"9",9,"Thursday",0,0,48.2666666666667,12.0666666666667,12.24,2,1,4,19.5,1.6
191,"9",27,"Monday",0,0,26.0833333333333,13.0416666666667,6.4125,2,0,2,13.6,3.1
191,"10",19,"Tuesday",0,0,13.2166666666667,13.2166666666667,3.2325,1,0,1,8.8,0
191,"11",4,"Thursday",0,0,13.1166666666667,6.55833333333333,4.4675,1,1,2,1.3,0.2
191,"11",12,"Friday",1,0,9.5,4.75,NA,1,1,2,7.7,20.4
192,"4",10,"Saturday",0,0,4.75,4.75,1.9625,0,1,1,16.4,0
192,"4",27,"Tuesday",0,0,25.9333333333333,25.9333333333333,5.14,0,1,1,8,0
192,"5",1,"Saturday",0,0,3.83333333333333,3.83333333333333,1.825,1,0,1,5.9,0
192,"5",17,"Monday",1,0,309.416666666667,17.1898148148148,NA,5,13,18,17.9,0.2
192,"5",25,"Tuesday",0,0,15.7333333333333,15.7333333333333,3.61,1,0,1,19.7,0.5
192,"6",17,"Thursday",0,0,47.0166666666667,23.5083333333333,9.5525,0,2,2,18.2,0
192,"6",26,"Saturday",0,0,133.25,22.2083333333333,27.4875,1,4,6,21.4,20.8
192,"6",26,"Saturday",1,0,178.85,14.9041666666667,NA,2,8,12,21.4,20.8
192,"7",13,"Tuesday",0,0,97.25,16.2083333333333,22.0875,1,4,6,23.2,5.8
192,"7",15,"Thursday",0,0,36.45,12.15,9.2175,1,1,3,25.3,3.2
192,"7",29,"Thursday",0,0,71.6166666666667,17.9041666666667,15.7425,3,1,4,17.7,0.7
192,"7",30,"Friday",0,0,100.516666666667,14.3595238095238,23.8275,3,2,7,16.5,0
192,"8",8,"Sunday",1,0,266.333333333333,12.6825396825397,NA,9,8,21,24,0
192,"8",24,"Tuesday",0,0,21.2833333333333,7.09444444444444,6.9425,0,1,3,27.2,0
192,"8",25,"Wednesday",0,0,47.5166666666667,9.50333333333333,13.3775,3,2,5,26.6,0
192,"8",27,"Friday",0,0,22.5333333333333,4.50666666666667,9.63,2,2,5,21.2,0
192,"9",5,"Sunday",0,0,168.383333333333,24.0547619047619,34.0075,2,5,7,19.5,13.6
192,"9",13,"Monday",0,0,77.5666666666667,19.3916666666667,16.635,0,4,4,17.3,0.2
192,"9",15,"Wednesday",0,0,30.0666666666667,7.51666666666667,9.51,3,1,4,17.6,11.1
192,"9",23,"Thursday",0,0,9.66666666666667,9.66666666666667,2.7,0,1,1,24.7,6.3
193,"4",14,"Wednesday",1,0,251.75,14.8088235294118,NA,3,14,17,12.4,0
193,"5",6,"Thursday",1,0,329.983333333333,17.3675438596491,NA,5,13,19,10.2,0
193,"6",1,"Tuesday",1,0,651.8,22.4758620689655,NA,6,17,29,19.3,1.4
193,"6",21,"Monday",1,0,334.666666666667,13.9444444444444,NA,4,14,24,24.1,2.9
193,"8",4,"Wednesday",0,0,30.3333333333333,15.1666666666667,7.05,2,0,2,21.1,0.2
193,"8",28,"Saturday",1,0,278.5,19.8928571428571,NA,5,3,14,18.9,0
193,"8",30,"Monday",0,0,92.0666666666667,18.4133333333333,20.06,0,3,5,24.8,5.3
193,"9",5,"Sunday",1,0,111.283333333333,15.897619047619,NA,3,4,7,19.5,13.6
193,"9",13,"Monday",0,0,18.7666666666667,9.38333333333333,5.315,1,1,2,17.3,0.2
193,"9",18,"Saturday",1,0,158.333333333333,13.1944444444444,NA,4,7,12,18.7,0
193,"9",27,"Monday",1,0,210.333333333333,17.5277777777778,NA,8,2,12,13.6,3.1
194,"4",16,"Friday",1,0,32.2,10.7333333333333,NA,1,2,3,6,7.7
194,"4",17,"Saturday",1,0,294.866666666667,14.0412698412698,NA,5,15,21,6.8,0
194,"4",28,"Wednesday",1,0,100.35,11.15,NA,6,3,9,12.8,4.3
194,"5",7,"Friday",1,0,158.766666666667,9.33921568627451,NA,9,7,17,9.7,0
194,"6",4,"Friday",1,0,169.083333333333,10.5677083333333,NA,2,12,16,22,0
194,"6",5,"Saturday",0,0,25.0333333333333,12.5166666666667,6.255,1,0,2,22.4,14.2
194,"6",11,"Friday",1,0,408.316666666667,14.5827380952381,NA,8,14,28,19.7,0.2
194,"6",29,"Tuesday",1,0,270.833333333333,11.2847222222222,NA,7,10,24,25.6,0
194,"7",5,"Monday",1,0,524.7,21.8625,NA,7,11,24,20.2,0
194,"7",6,"Tuesday",1,0,168.3,12.9461538461538,NA,5,7,13,23.1,1.2
194,"7",10,"Saturday",0,0,80.3333333333333,13.3888888888889,19.55,4,2,6,19,0
194,"7",29,"Thursday",1,0,277.716666666667,16.3362745098039,NA,10,7,17,17.7,0.7
194,"8",17,"Tuesday",1,0,278.983333333333,15.4990740740741,NA,4,11,18,21.2,0
194,"9",11,"Saturday",0,0,18.55,18.55,4.0325,0,1,1,18.4,0
194,"9",13,"Monday",0,0,31.6333333333333,31.6333333333333,5.995,1,0,1,17.3,0.2
194,"10",3,"Sunday",0,0,5.51666666666667,5.51666666666667,2.0775,0,1,1,13,0.7
194,"11",12,"Friday",0,0,6.78333333333333,6.78333333333333,2.2675,0,0,1,7.7,20.4
194,"11",13,"Saturday",1,0,112.383333333333,9.36527777777778,NA,2,6,12,5.3,2.5
196,"4",12,"Monday",1,0,191.733333333333,14.7487179487179,NA,6,6,13,12.9,0
196,"4",28,"Wednesday",0,0,8.8,8.8,2.57,0,1,1,12.8,4.3
196,"6",2,"Wednesday",0,0,79.1833333333333,26.3944444444444,15.6275,0,3,3,20.9,0
196,"6",17,"Thursday",1,0,418.883333333333,11.9680952380952,NA,8,21,35,18.2,0
196,"6",21,"Monday",0,0,8.31666666666667,4.15833333333333,3.7475,0,0,2,24.1,2.9
196,"6",24,"Thursday",0,1,221.666666666667,22.1666666666667,45.75,4,6,10,20.4,0
196,"7",1,"Thursday",0,1,39.5,19.75,8.425,1,1,2,20.6,0
196,"7",5,"Monday",0,0,63.1,15.775,14.465,1,1,4,20.2,0
196,"7",18,"Sunday",0,0,42,21,8.8,0,2,2,21.8,0
196,"7",21,"Wednesday",0,0,14.8,7.4,4.72,1,1,2,20,1.5
196,"7",24,"Saturday",1,0,260.633333333333,12.4111111111111,NA,3,12,21,21.9,0.6
196,"8",1,"Sunday",0,0,3.75,3.75,1.8125,0,1,1,16.9,0
196,"8",3,"Tuesday",1,0,320.183333333333,11.435119047619,NA,9,17,28,21.5,0.2
196,"8",10,"Tuesday",0,0,12.0333333333333,6.01666666666667,4.305,1,1,2,26.5,10.4
196,"8",13,"Friday",1,0,296.316666666667,11.8526666666667,NA,6,17,25,27,0.2
196,"8",14,"Saturday",1,0,189.016666666667,15.7513888888889,NA,2,8,12,20.9,0.2
196,"8",24,"Tuesday",1,0,325.833333333333,12.0679012345679,NA,6,18,27,27.2,0
196,"8",31,"Tuesday",1,0,402.366666666667,10.8747747747748,NA,8,25,37,20.6,0
196,"9",1,"Wednesday",0,0,28.9666666666667,9.65555555555556,8.095,0,1,3,18,0
196,"9",2,"Thursday",0,0,36.1666666666667,7.23333333333333,11.675,0,2,5,15.6,0
196,"9",4,"Saturday",0,0,87.05,14.5083333333333,20.5575,1,4,6,19,0
196,"9",8,"Wednesday",0,0,8.25,8.25,2.4875,0,0,1,18.6,1
196,"9",9,"Thursday",1,0,331.9,10.7064516129032,NA,12,13,31,19.5,1.6
196,"9",27,"Monday",0,0,32.25,10.75,8.5875,1,1,3,13.6,3.1
196,"9",29,"Wednesday",1,0,338.366666666667,12.0845238095238,NA,10,15,28,11.2,0
196,"10",16,"Saturday",0,0,54.7666666666667,27.3833333333333,10.715,2,0,2,15.8,18.7
196,"11",9,"Tuesday",1,0,157.366666666667,7.49365079365079,NA,7,11,21,10.2,0
197,"4",11,"Sunday",0,0,14.3833333333333,14.3833333333333,3.4075,1,0,1,12.5,0
197,"4",18,"Sunday",0,0,13.6,13.6,3.29,0,1,1,9.1,0
197,"4",23,"Friday",1,0,158.1,15.81,NA,2,8,10,8.3,0
197,"6",5,"Saturday",0,0,40.6333333333333,40.6333333333333,7.345,0,0,1,22.4,14.2
197,"6",9,"Wednesday",0,0,56.5833333333333,28.2916666666667,10.9875,0,2,2,24.1,0
197,"6",21,"Monday",0,0,16.3,8.15,4.945,0,0,2,24.1,2.9
197,"6",24,"Thursday",1,1,595.683333333333,19.8561111111111,NA,1,21,30,20.4,0
197,"7",2,"Friday",0,0,18.4333333333333,18.4333333333333,4.015,1,0,1,17.6,0
197,"7",5,"Monday",1,0,320.733333333333,21.3822222222222,NA,3,11,15,20.2,0
197,"7",6,"Tuesday",0,0,84.0666666666667,21.0166666666667,17.61,1,1,4,23.1,1.2
197,"8",4,"Wednesday",0,0,105.3,17.55,23.295,2,2,6,21.1,0.2
197,"8",12,"Thursday",0,0,20.4666666666667,10.2333333333333,5.57,0,2,2,26.9,0
197,"10",26,"Tuesday",0,0,7.71666666666667,7.71666666666667,2.4075,0,1,1,9.6,6.4
197,"11",11,"Thursday",0,0,35.0666666666667,17.5333333333333,7.76,0,2,2,3.9,0
198,"4",17,"Saturday",1,0,486.683333333333,24.3341666666667,NA,8,12,20,6.8,0
198,"4",19,"Monday",0,0,99.0166666666667,49.5083333333333,17.3525,0,2,2,12.3,0
198,"5",9,"Sunday",1,0,380.25,17.2840909090909,NA,2,19,22,11.4,0
198,"5",15,"Saturday",1,0,862.033333333333,17.5925170068027,NA,5,35,49,17.7,0.2
198,"6",19,"Saturday",1,0,839.6,15.5481481481481,NA,8,32,54,20.7,1.9
198,"7",17,"Saturday",1,0,609.183333333333,16.0311403508772,NA,5,21,38,21.7,0
198,"10",29,"Friday",0,0,27.4666666666667,9.15555555555556,7.87,1,1,3,7.8,0
198,"11",2,"Tuesday",0,0,15.45,7.725,4.8175,0,2,2,5.4,4
199,"5",21,"Friday",0,0,69.7833333333333,23.2611111111111,14.2175,0,3,3,25.3,0
199,"6",7,"Monday",0,0,8.06666666666667,8.06666666666667,2.46,0,0,1,27.6,0
199,"6",17,"Thursday",1,0,337.166666666667,8.64529914529914,NA,12,20,39,18.2,0
199,"7",13,"Tuesday",1,0,283.466666666667,10.4987654320988,NA,13,12,27,23.2,5.8
199,"7",22,"Thursday",0,0,103.55,12.94375,25.5325,1,3,8,19.6,0
199,"9",25,"Saturday",1,0,546.75,10.935,NA,8,28,50,16.7,0
199,"10",2,"Saturday",1,0,107.1,7.14,NA,0,9,15,11.9,11.4
199,"10",9,"Saturday",0,0,250.5,17.8928571428571,55.075,0,6,14,16,0
199,"10",12,"Tuesday",0,0,394.683333333333,18.7944444444444,85.4525,3,10,21,18.5,0
199,"10",28,"Thursday",1,0,342.216666666667,8.77478632478632,NA,4,24,39,7.9,0
199,"11",8,"Monday",0,0,46.7,6.67142857142857,15.755,3,3,7,10.5,0.2
200,"5",8,"Saturday",1,0,356.333333333333,13.1975308641975,NA,2,22,27,11.7,0
200,"6",3,"Thursday",1,0,151.65,16.85,NA,3,3,9,17.5,6.3
200,"6",21,"Monday",1,0,399.783333333333,17.381884057971,NA,7,14,23,24.1,2.9
200,"6",27,"Sunday",0,0,100.75,20.15,21.3625,0,5,5,26.9,0
200,"7",24,"Saturday",0,0,466.633333333333,25.9240740740741,92.495,1,9,18,21.9,0.6
200,"8",10,"Tuesday",1,0,711.4,15.4652173913043,NA,5,29,46,26.5,10.4
200,"8",15,"Sunday",1,0,795.066666666667,14.4557575757576,NA,6,29,55,18.2,0
200,"8",17,"Tuesday",0,0,165.4,16.54,37.31,1,6,10,21.2,0
200,"9",13,"Monday",1,0,422.983333333333,15.6660493827161,NA,3,16,27,17.3,0.2
200,"10",27,"Wednesday",1,0,277.55,11.102,NA,8,14,25,9.6,0
200,"11",6,"Saturday",0,0,74.9333333333333,14.9866666666667,17.49,1,4,5,5.5,0
201,"4",15,"Thursday",1,0,42.2333333333333,10.5583333333333,NA,1,3,4,7.9,22.6
201,"4",16,"Friday",1,0,31.3,31.3,NA,0,1,1,6,7.7
201,"4",18,"Sunday",1,0,342.016666666667,19.0009259259259,NA,4,14,18,9.1,0
201,"5",4,"Tuesday",1,0,183.783333333333,11.4864583333333,NA,5,11,16,11.7,0
201,"6",7,"Monday",0,0,13.4,6.7,4.51,1,1,2,27.6,0
201,"6",8,"Tuesday",0,0,86.5666666666667,21.6416666666667,17.985,1,3,4,26.3,0
201,"6",14,"Monday",1,0,269.566666666667,12.8365079365079,NA,3,15,21,20.6,7.8
201,"6",15,"Tuesday",1,0,161.45,8.0725,NA,7,12,20,17.9,0
201,"6",20,"Sunday",1,0,358.616666666667,15.5920289855072,NA,4,13,23,21.8,0
201,"6",23,"Wednesday",1,0,419.133333333333,13.5204301075269,NA,8,19,31,14.5,0
201,"7",20,"Tuesday",1,0,239.833333333333,11.4206349206349,NA,7,12,21,21.2,9.6
201,"8",30,"Monday",1,0,219.616666666667,10.9808333333333,NA,7,10,20,24.8,5.3
201,"9",12,"Sunday",1,0,361.666666666667,15.7246376811594,NA,8,12,23,19.1,0
201,"9",13,"Monday",1,0,413.416666666667,13.7805555555556,NA,12,14,30,17.3,0.2
201,"10",13,"Wednesday",1,0,207.25,12.1911764705882,NA,6,9,17,16.7,0
201,"10",16,"Saturday",0,0,16.75,8.375,5.0125,1,0,2,15.8,18.7
202,"4",25,"Sunday",1,0,49.7333333333333,12.4333333333333,NA,3,1,4,9.2,1.4
202,"4",28,"Wednesday",1,0,118.2,14.775,NA,5,2,8,12.8,4.3
202,"5",25,"Tuesday",0,0,33.25,33.25,6.2375,0,1,1,19.7,0.5
202,"6",19,"Saturday",0,0,64.2166666666667,16.0541666666667,14.6325,0,3,4,20.7,1.9
202,"6",20,"Sunday",0,0,30.1333333333333,15.0666666666667,7.02,0,1,2,21.8,0
202,"7",15,"Thursday",1,0,401.266666666667,16.7194444444444,NA,8,14,24,25.3,3.2
202,"7",28,"Wednesday",1,0,647.7,20.240625,NA,6,21,32,19.2,0
202,"7",30,"Friday",1,0,281.5,15.6388888888889,NA,2,15,18,16.5,0
202,"8",5,"Thursday",0,0,232.3,19.3583333333333,49.845,3,7,12,22.1,0
202,"8",18,"Wednesday",1,0,381.716666666667,17.3507575757576,NA,4,14,22,25.4,0
202,"9",6,"Monday",1,1,174.033333333333,19.337037037037,NA,2,5,9,17.4,6.3
202,"9",20,"Monday",0,0,102.716666666667,20.5433333333333,21.6575,0,5,5,17.3,0
202,"10",3,"Sunday",1,0,162.55,14.7772727272727,NA,4,6,11,13,0.7
202,"10",17,"Sunday",0,0,110.15,22.03,22.7725,1,3,5,11.1,0.2
202,"10",19,"Tuesday",0,0,26.1333333333333,13.0666666666667,6.42,0,0,2,8.8,0
203,"4",12,"Monday",1,0,142.866666666667,15.8740740740741,NA,4,5,9,12.9,0
203,"4",22,"Thursday",1,0,49.8333333333333,6.22916666666667,NA,2,6,8,0.8,0
203,"4",24,"Saturday",0,0,46.9666666666667,46.9666666666667,8.295,0,1,1,14.1,0
203,"5",2,"Sunday",1,0,342.916666666667,15.5871212121212,NA,0,22,22,10,0
203,"5",16,"Sunday",1,0,255.933333333333,14.2185185185185,NA,5,11,18,15.8,0.3
203,"6",3,"Thursday",0,0,135.183333333333,33.7958333333333,25.2775,0,1,4,17.5,6.3
203,"6",4,"Friday",1,0,512.85,14.6528571428571,NA,10,22,35,22,0
203,"6",27,"Sunday",0,0,78.8166666666667,26.2722222222222,15.5725,0,3,3,26.9,0
203,"6",30,"Wednesday",1,0,374.1,19.6894736842105,NA,7,9,19,23.4,31.7
203,"7",15,"Thursday",0,0,124.216666666667,20.7027777777778,26.1325,2,2,6,25.3,3.2
203,"7",29,"Thursday",1,0,270.75,13.5375,NA,8,10,20,17.7,0.7
203,"8",12,"Thursday",0,0,149.333333333333,14.9333333333333,34.9,1,3,10,26.9,0
203,"8",29,"Sunday",0,0,131.1,32.775,24.665,3,1,4,19.3,6.5
203,"9",6,"Monday",0,1,36.9333333333333,9.23333333333333,10.54,1,3,4,17.4,6.3
203,"10",3,"Sunday",1,0,153.833333333333,11.8333333333333,NA,2,7,13,13,0.7
